date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-12-12 11:22:46,jeremycorbyn,,796,9528,47022,"In the fifth richest country in the world nurses should not be relying on foodbanks. #VoteLabourToday",,,#VoteLabourToday,1205085578598981632,https://twitter.com/jeremycorbyn/status/1205085578598981632
2019-12-12 11:06:58,jeremycorbyn,,911,4417,17113,"Labour will put money in your pocket, with: 1. A pay rise for 12 million people 2. Lower bills and transport fares 3. Free childcare 4. Pension justice for women born in the 1950s 5. Free personal care for older people 6. Free education and decent jobs #VoteLabourToday",,,#VoteLabourToday,1205081604533686273,https://twitter.com/jeremycorbyn/status/1205081604533686273
2019-12-12 11:02:23,jeremycorbyn,,250,2573,10447,"Watch till the end. #VoteLabourToday",,,#VoteLabourToday,1205080449669910528,https://twitter.com/jeremycorbyn/status/1205080449669910528
2019-12-12 10:47:18,jeremycorbyn,,1633,12315,61780,"It’s happening. We can do this. #VoteLabour",,,#VoteLabour,1205076653489172481,https://twitter.com/jeremycorbyn/status/1205076653489172481
2019-12-12 10:16:00,jeremycorbyn,,118,1039,2885,"Makes sense. #VoteLabour",,,#VoteLabour,1205068777232228352,https://twitter.com/jeremycorbyn/status/1205068777232228352
2019-12-12 09:58:00,jeremycorbyn,,1114,9977,50002,"I just read today’s front pages... What it is about Labour’s plans to make the super-rich pay their fair share that the billionaire press barons don’t like? #VoteLabour",,,#VoteLabour,1205064247199318019,https://twitter.com/jeremycorbyn/status/1205064247199318019
2019-12-12 09:33:00,jeremycorbyn,,192,1448,3862,"It's your country. That's why we stand with you. #VoteLabour",,,#VoteLabour,1205057955848060928,https://twitter.com/jeremycorbyn/status/1205057955848060928
2019-12-12 09:03:00,jeremycorbyn,,259,3113,8562,"And it takes just 60 seconds to vote for them too. #VoteLabour",,,#VoteLabour,1205050406352695296,https://twitter.com/jeremycorbyn/status/1205050406352695296
2019-12-12 08:46:00,jeremycorbyn,,1856,17503,73705,"Today, vote to save our NHS. Vote for a pay rise. Vote for free childcare. Vote for lower fares and bills. Vote for real change. Vote for Labour.",,,,1205046127843848192,https://twitter.com/jeremycorbyn/status/1205046127843848192
2019-12-12 08:31:00,jeremycorbyn,,6581,37641,179743,"Labour.",,,,1205042353167319040,https://twitter.com/jeremycorbyn/status/1205042353167319040
2019-12-12 08:15:00,jeremycorbyn,,121,1060,3003,"Truly inspiring. Thank you Ron for your service to our country.",,,,1205038326563999744,https://twitter.com/jeremycorbyn/status/1205038326563999744
